Region,Country,Year,Adult Mortality Rate
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2018,63.85
Europe,Poland,2018,63.88
Europe,Albania,2018,64.62
Europe,Azerbaijan,2018,65.12
Europe,Belgium,2018,65.16
Western Pacific,Japan,2018,64.81
Western Pacific,New Zealand,2018,64.82
Europe,Italy,2018,65.56
Eastern Mediterranean,Oman,2018,66.34
Europe,Slovenia,2018,65.69
Americas,Canada,2018,67.28
Eastern Mediterranean,Kuwait,2018,67.45
Europe,Montenegro,2018,67.17
Europe,Cyprus,2018,68.25
Europe,Finland,2018,67.51
Europe,France,2018,68.09
Europe,Germany,2018,67.96
Europe,Greece,2018,68.23
Europe,Iceland,2018,68.3
Eastern Mediterranean,Lebanon,2018,68.06
Eastern Mediterranean,Qatar,2018,69.18
Eastern Mediterranean,Bahrain,2018,69.8
Europe,Ireland,2018,70.41
Europe,Israel,2018,71.2
Americas,Cuba,2018,71.67
Europe,Georgia,2018,72.25
Europe,Portugal,2018,72.14
Eastern Mediterranean,Saudi Arabia,2018,71.78
Europe,United Kingdom of Great Britain and Northern Ireland,2018,72.11
Western Pacific,Australia,2018,73.48
Africa,Algeria,2018,73.71
Europe,Spain,2018,73.94
Western Pacific,Viet Nam,2018,74.08
Americas,Ecuador,2018,75.38
Eastern Mediterranean,Jordan,2018,75.41
Americas,Peru,2018,74.51
Europe,Denmark,2018,75.73
Europe,Lithuania,2018,76.34
Eastern Mediterranean,Qatar,2018,76.09
Europe,Serbia,2018,75.7
Eastern Mediterranean,Bahrain,2018,76.64
Americas,Chile,2018,76.72
Africa,Cabo Verde,2018,78.46
Europe,Hungary,2018,77.7
Americas,Nicaragua,2018,77.78
Europe,Austria,2018,79.2
South-East Asia,Maldives,2018,79.16
Western Pacific,New Zealand,2018,78.9
Western Pacific,Republic of Korea,2018,78.65
Americas,United States of America,2018,79.28
Americas,Uruguay,2018,78.64
Eastern Mediterranean,Bahrain,2018,80.09
Europe,Belarus,2018,79.95
Americas,Argentina,2018,80.97
Europe,Belgium,2018,80.54
Europe,Czechia,2018,80.92
Europe,Romania,2018,80.57
Europe,Türkiye,2018,81.42
Western Pacific,Brunei Darussalam,2018,82.13
South-East Asia,Thailand,2018,82.11
Africa,Algeria,2018,82.51
Americas,Brazil,2018,83.09
Americas,Canada,2018,83.94
Europe,Latvia,2018,84.59
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2018,85.21
Europe,Bulgaria,2018,86.43
Americas,Costa Rica,2018,86.11
Europe,Republic of Moldova,2018,86.02
Eastern Mediterranean,Tunisia,2018,85.79
Europe,Germany,2018,86.89
Eastern Mediterranean,Saudi Arabia,2018,87.23
Europe,Slovenia,2018,87.1
Europe,Croatia,2018,88
Eastern Mediterranean,Iran (Islamic Republic of),2018,87.61
Eastern Mediterranean,Lebanon,2018,87.72
Americas,Paraguay,2018,87.84
Western Pacific,China,2018,88.78
Europe,North Macedonia,2018,89.47
Europe,United Kingdom of Great Britain and Northern Ireland,2018,88.77
Europe,Bosnia and Herzegovina,2018,90.39
Europe,Finland,2018,89.76
Europe,France,2018,90.3
Europe,Kyrgyzstan,2018,89.65
Africa,Algeria,2018,90.75
Americas,Antigua and Barbuda,2018,91.37
Americas,Colombia,2018,90.64
Americas,Mexico,2018,90.88
Americas,Panama,2018,90.97
Europe,Tajikistan,2018,90.9
Americas,Venezuela (Bolivarian Republic of),2018,90.52
Americas,Peru,2018,91.88
Americas,Saint Lucia,2018,91.59
Americas,Barbados,2018,93.16
Europe,Albania,2018,93.91
Americas,El Salvador,2018,95.31
Europe,Greece,2018,95.53
Eastern Mediterranean,Saudi Arabia,2018,96.1
Europe,Kazakhstan,2018,96.62
Europe,Ukraine,2018,96.94
Americas,Cuba,2018,98.31
Western Pacific,Malaysia,2018,99.23
Europe,Montenegro,2018,99.42
Western Pacific,Brunei Darussalam,2017,99.66
Africa,Mauritius,2017,99.7
South-East Asia,Bhutan,2017,101.1
Western Pacific,Malaysia,2017,101.2
Africa,Seychelles,2017,101
Americas,Ecuador,2017,102.3
South-East Asia,Bangladesh,2017,102.9
Americas,Chile,2017,102.5
Americas,El Salvador,2017,102.7
Americas,Peru,2017,103.5
South-East Asia,Sri Lanka,2017,103
Europe,Portugal,2017,104
Eastern Mediterranean,Oman,2017,105
Europe,Slovakia,2017,105.3
Eastern Mediterranean,Egypt,2017,105.5
Europe,Estonia,2017,106.1
Europe,Azerbaijan,2017,106.8
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2017,107.7
Europe,Russian Federation,2017,107.8
Americas,Argentina,2017,109
Europe,Armenia,2017,108.6
Europe,Czechia,2017,109
Americas,United States of America,2017,109.5
Americas,Costa Rica,2017,110.3
Americas,Jamaica,2017,110.2
Americas,Antigua and Barbuda,2017,111.2
Americas,Dominican Republic,2017,110.6
Americas,Uruguay,2017,110.9
Americas,Nicaragua,2017,112.5
Eastern Mediterranean,Tunisia,2017,111.9
Europe,Poland,2017,113
Europe,Serbia,2017,113
Europe,Türkiye,2017,112.7
Americas,Barbados,2017,113.7
Western Pacific,Brunei Darussalam,2017,114.9
Americas,Colombia,2017,115.3
Eastern Mediterranean,Iran (Islamic Republic of),2017,115.1
Europe,North Macedonia,2017,115.2
Europe,Tajikistan,2017,114.7
Eastern Mediterranean,Morocco,2017,115.8
Americas,Puerto Rico,2017,116.2
South-East Asia,Bhutan,2017,116.9
Americas,Grenada,2017,116.5
Americas,Panama,2017,117.4
Eastern Mediterranean,Iraq,2017,118.1
Americas,Trinidad and Tobago,2017,117.6
Americas,Belize,2017,118.6
South-East Asia,Democratic People's Republic of Korea,2017,118.6
Europe,Croatia,2017,120.4
South-East Asia,Bangladesh,2017,121.1
Europe,Bosnia and Herzegovina,2017,120.7
Western Pacific,China,2017,121.2
Eastern Mediterranean,Libya,2017,120.8
Eastern Mediterranean,Morocco,2017,120.5
Eastern Mediterranean,Oman,2017,121.7
Americas,Paraguay,2017,122
Western Pacific,Mongolia,2017,122.9
Americas,Bolivia (Plurinational State of),2017,124.5
Europe,Hungary,2017,124.2
Americas,Guatemala,2017,125.1
Eastern Mediterranean,Morocco,2017,125.1
Americas,Cuba,2017,126.7
Western Pacific,Philippines,2017,127.1
Americas,Ecuador,2017,128.1
South-East Asia,Nepal,2017,128.1
Americas,Saint Lucia,2017,127.6
Europe,Uzbekistan,2017,128
Americas,Suriname,2017,128.9
South-East Asia,Bhutan,2017,130
Americas,Bahamas,2017,130.8
Europe,Montenegro,2017,131.4
Western Pacific,Tonga,2017,130.8
Americas,Brazil,2017,132.4
Western Pacific,Viet Nam,2017,131.8
Americas,Antigua and Barbuda,2017,133.2
Western Pacific,Indonesia,2017,132.7
Americas,Barbados,2017,135.1
Americas,Bolivia (Plurinational State of),2017,135.3
Americas,Argentina,2017,136.4
Americas,Mexico,2017,135.5
Europe,Romania,2017,136.1
Americas,United States of America,2017,136.2
Europe,Bulgaria,2017,136.7
Europe,Turkmenistan,2017,136.5
Europe,Tajikistan,2017,137.6
South-East Asia,Bangladesh,2017,140.2
South-East Asia,Myanmar,2017,140.1
Americas,Saint Vincent and the Grenadines,2017,139.7
South-East Asia,Thailand,2017,140.3
South-East Asia,India,2017,140.7
Africa,Sao Tome and Principe,2017,141.5
South-East Asia,Timor-Leste,2017,141.5
Americas,Uruguay,2017,140.9
Africa,Cabo Verde,2017,142.4
Western Pacific,Malaysia,2017,141.6
Eastern Mediterranean,Sudan,2017,142.5
Eastern Mediterranean,Egypt,2017,144.3
South-East Asia,Sri Lanka,2017,144.5
Americas,Jamaica,2017,144.5
Europe,Lithuania,2017,145.5
Europe,Slovakia,2017,144.8
Americas,Bolivia (Plurinational State of),2017,145.9
Western Pacific,Cambodia,2017,146.3
Americas,Grenada,2017,146.3
Americas,Nicaragua,2017,146.8
Eastern Mediterranean,Syrian Arab Republic,2017,147.3
Europe,Azerbaijan,2017,148.1
Europe,Georgia,2017,147.9
Americas,Honduras,2017,148.6
Europe,Serbia,2017,148.8
Europe,Kyrgyzstan,2017,150.2
Western Pacific,Lao People's Democratic Republic,2017,150.3
Africa,Mauritius,2017,149.7
Americas,Venezuela (Bolivarian Republic of),2017,150.1
Eastern Mediterranean,Yemen,2017,149.7
Europe,Latvia,2017,152.1
Africa,Mauritania,2017,152
Europe,Republic of Moldova,2017,151.6
Africa,Mauritania,2017,153.7
South-East Asia,Nepal,2017,153.7
Europe,Estonia,2017,155
Eastern Mediterranean,Libya,2017,155.1
Africa,Mauritania,2017,155.4
Americas,Paraguay,2017,155.1
Eastern Mediterranean,Sudan,2017,154.5
Europe,Belarus,2017,156.5
Western Pacific,Indonesia,2017,157.1
Africa,Ethiopia,2017,158.9
Africa,Sao Tome and Principe,2017,159
Africa,Seychelles,2017,158.8
Americas,Dominican Republic,2017,159.9
Europe,Kazakhstan,2017,160.3
Americas,Belize,2017,160.6
Africa,Comoros,2017,160.9
Europe,Poland,2017,161.3
Americas,Trinidad and Tobago,2017,161.4
Americas,Puerto Rico,2017,161.6
Americas,Saint Lucia,2017,161.7
South-East Asia,Timor-Leste,2017,162
Americas,Honduras,2017,163.1
South-East Asia,Democratic People's Republic of Korea,2017,164
Western Pacific,Tonga,2017,166
Americas,Guatemala,2017,167.3
Eastern Mediterranean,Iraq,2017,166.6
Europe,Uzbekistan,2017,167.4
Europe,Hungary,2017,168
Africa,Senegal,2017,167.8
Eastern Mediterranean,Sudan,2017,167.6
Africa,Benin,2017,169.8
South-East Asia,India,2017,170.3
Africa,Nigeria,2017,170.2
Europe,Armenia,2017,170.7
Eastern Mediterranean,Pakistan,2017,172.7
Americas,Suriname,2017,172.8
Americas,Grenada,2017,173.6
Americas,Guyana,2017,173.8
Americas,El Salvador,2017,174.7
Africa,Rwanda,2017,175.3
Western Pacific,Samoa,2017,175.9
Africa,Sao Tome and Principe,2017,176.2
Europe,Ukraine,2017,176.4
Western Pacific,Malaysia,2017,177.4
Americas,Honduras,2017,177.9
Americas,Bahamas,2017,178.8
Americas,Brazil,2017,178.9
Africa,Ethiopia,2017,179
Americas,Jamaica,2017,179.1
Americas,Saint Vincent and the Grenadines,2017,179.2
Africa,Comoros,2017,179.9
Eastern Mediterranean,Egypt,2017,181.3
Western Pacific,Indonesia,2017,180.9
South-East Asia,Timor-Leste,2017,180.9
Western Pacific,Vanuatu,2017,181.2
South-East Asia,Nepal,2017,181.7
Americas,Mexico,2017,182.6
Europe,Bulgaria,2017,183.8
Western Pacific,Lao People's Democratic Republic,2017,185.5
Eastern Mediterranean,Pakistan,2017,185.4
Western Pacific,Fiji,2017,185.7
Eastern Mediterranean,Libya,2017,187
Western Pacific,Cambodia,2017,187.8
Western Pacific,Philippines,2017,188.4
Europe,Romania,2017,190.1
Africa,Senegal,2017,190
Europe,Turkmenistan,2017,189.9
Western Pacific,Viet Nam,2017,190
Eastern Mediterranean,Yemen,2017,191.5
South-East Asia,Myanmar,2017,192.3
Africa,Nigeria,2017,191.6
Western Pacific,Papua New Guinea,2017,193.2
Europe,Russian Federation,2017,192.7
Africa,Uganda,2017,193.2
Africa,Burkina Faso,2017,195.3
Africa,Mauritius,2017,195.7
Africa,Niger,2017,197.1
South-East Asia,Thailand,2017,196.7
Africa,Comoros,2017,198.1
South-East Asia,India,2017,197.5
Eastern Mediterranean,Pakistan,2017,197.8
Africa,Cabo Verde,2017,199.5
Africa,Ethiopia,2017,199.9
Western Pacific,Samoa,2017,199.7
Americas,Belize,2017,200.6
Africa,Ghana,2017,202
Africa,Rwanda,2017,202.5
Western Pacific,Tonga,2017,201.8
Americas,Trinidad and Tobago,2017,203.8
Africa,Seychelles,2017,206.1
Europe,Uzbekistan,2017,205.9
South-East Asia,Democratic People's Republic of Korea,2017,207.4
Europe,Kyrgyzstan,2017,206.9
Africa,United Republic of Tanzania,2017,206.7
Americas,Venezuela (Bolivarian Republic of),2017,207.3
Africa,Benin,2017,208.1
Americas,Dominican Republic,2017,207.7
Africa,Burundi,2017,210
Americas,Guatemala,2017,210.9
Africa,Gabon,2017,212.4
Western Pacific,Mongolia,2017,211.8
Western Pacific,Papua New Guinea,2017,212.2
Africa,Senegal,2017,212.5
Europe,Lithuania,2017,213
Western Pacific,Micronesia (Federated States of),2017,212.7
Africa,Nigeria,2017,212.7
Americas,Saint Vincent and the Grenadines,2017,213.9
Americas,Suriname,2017,213.5
Africa,Cote d'Ivoire,2017,215.4
Eastern Mediterranean,Iraq,2017,214.6
Africa,Niger,2017,215.4
Africa,Kenya,2017,215.6
Africa,Gambia,2017,217.5
Africa,Togo,2017,217.9
Eastern Mediterranean,Djibouti,2017,218.9
Western Pacific,Lao People's Democratic Republic,2017,219.9
Western Pacific,Fiji,2017,221.8
Europe,Latvia,2017,221.6
Europe,Republic of Moldova,2017,222.1
Western Pacific,Samoa,2017,221.9
Africa,Angola,2017,222.9
Africa,Madagascar,2017,223.5
Africa,Democratic Republic of the Congo,2017,224.8
Europe,Kazakhstan,2017,226.4
Americas,Bahamas,2017,228.1
Europe,Georgia,2017,227.8
Africa,Mali,2017,227.7
Western Pacific,Kiribati,2017,229
Western Pacific,Papua New Guinea,2017,229.3
Western Pacific,Solomon Islands,2017,230.3
Americas,Guyana,2017,231
Eastern Mediterranean,Yemen,2017,230.9
Africa,Liberia,2017,232.1
Africa,United Republic of Tanzania,2017,232.1
Western Pacific,Cambodia,2017,232.6
Africa,Mali,2017,233.4
Africa,Niger,2017,232.8
Europe,Belarus,2017,234.3
Africa,Rwanda,2017,233.8
Africa,Guinea,2017,236.9
Africa,Eritrea,2017,238.4
Africa,Sierra Leone,2017,238.3
Africa,Burkina Faso,2017,239.5
Africa,Chad,2017,239.1
Africa,Madagascar,2017,239.1
Africa,Mali,2017,239
Eastern Mediterranean,Djibouti,2017,241.2
Africa,Liberia,2017,240.9
Africa,Burundi,2017,243.1
South-East Asia,Myanmar,2017,243
Africa,Ghana,2017,246.2
Africa,Benin,2017,246.7
Western Pacific,Philippines,2017,247.2
Europe,Turkmenistan,2017,247.3
Africa,Malawi,2017,248
Eastern Mediterranean,United Arab Emirates,2017,25.22
Africa,Liberia,2017,250.5
Africa,Sierra Leone,2017,251.4
Africa,Uganda,2017,250.6
Africa,Gambia,2017,252
Africa,South Africa,2017,251.8
Africa,Guinea,2017,253.4
Africa,South Sudan,2017,253.8
Americas,Haiti,2017,254.7
Africa,Madagascar,2017,254.8
Western Pacific,Vanuatu,2017,255.3
Americas,El Salvador,2017,257.5
Western Pacific,Fiji,2017,256.5
Africa,Kenya,2017,256.9
Europe,Ukraine,2017,257.2
Africa,Angola,2017,257.6
Africa,Cote d'Ivoire,2017,258
Americas,Haiti,2017,258.3
Africa,Gabon,2017,259.6
Africa,United Republic of Tanzania,2017,259.8
Africa,Equatorial Guinea,2017,261.1
Africa,Democratic Republic of the Congo,2017,262.2
Americas,Haiti,2017,262.1
Africa,Cameroon,2017,262.8
Africa,Chad,2017,263.4
Eastern Mediterranean,Djibouti,2017,264.5
Africa,Sierra Leone,2017,265.2
Africa,Namibia,2017,267.8
Africa,Togo,2017,268.7
Western Pacific,Micronesia (Federated States of),2017,270.5
Africa,Guinea,2017,273.2
Africa,Burundi,2017,277
Africa,Botswana,2017,278.4
Europe,Russian Federation,2017,278.8
Africa,Zambia,2017,278.9
Africa,Equatorial Guinea,2017,280.1
Eastern Mediterranean,Afghanistan,2017,281.3
Africa,Burkina Faso,2017,286.5
Africa,Chad,2017,288.4
Africa,Gambia,2017,288.4
Western Pacific,Solomon Islands,2017,287.8
Americas,Guyana,2017,288.7
Africa,Ghana,2017,289.6
Africa,Guinea-Bissau,2017,290.8
Africa,Cameroon,2017,292.2
Africa,Angola,2017,293.9
Africa,Cote d'Ivoire,2017,293.9
Africa,Eritrea,2017,293.6
Africa,South Sudan,2017,294.8
Africa,Equatorial Guinea,2017,296.2
Africa,Kenya,2017,296.7
Africa,Congo,2017,297.8
Western Pacific,Mongolia,2017,298.2
Eastern Mediterranean,Afghanistan,2017,299
Africa,Congo,2017,299.1
Eastern Mediterranean,Kuwait,2017,29.75
Africa,Congo,2017,300.4
Africa,Democratic Republic of the Congo,2017,299.7
Western Pacific,Kiribati,2017,300.1
Africa,Gabon,2017,301.5
Africa,Malawi,2017,303.3
Eastern Mediterranean,Somalia,2017,304.4
Africa,South Africa,2017,307.2
Africa,Uganda,2017,309.5
Africa,Botswana,2017,311.2
Africa,Mozambique,2017,314.6
Eastern Mediterranean,Afghanistan,2017,315.8
Africa,Togo,2017,317.2
Africa,Zambia,2017,318.8
Western Pacific,Vanuatu,2017,320.1
Africa,Cameroon,2017,321.5
Western Pacific,Micronesia (Federated States of),2017,327.3
Western Pacific,Republic of Korea,2017,33.47
Africa,Namibia,2017,329.9
Eastern Mediterranean,Syrian Arab Republic,2017,336.9
Africa,Guinea-Bissau,2017,338.1
Western Pacific,Solomon Islands,2017,338.1
Africa,South Sudan,2017,338.1
Europe,Switzerland,2017,34.27
Africa,Botswana,2017,344.9
Western Pacific,Japan,2017,35.49
Africa,Eritrea,2017,351.8
Europe,Cyprus,2017,35.95
Europe,Luxembourg,2017,36.19
Africa,Zambia,2017,360.9
Africa,Malawi,2017,362.5
Africa,Zimbabwe,2017,363.4
Eastern Mediterranean,Somalia,2017,367.2
Africa,South Africa,2017,368.4
Europe,Italy,2017,37.38
Western Pacific,Kiribati,2017,373.9
Europe,Israel,2017,38.21
Western Pacific,Singapore,2017,37.61
Europe,Spain,2017,38.16
Africa,Mozambique,2017,381.8
Europe,Norway,2017,39.12
Europe,Sweden,2017,39.14
Africa,Guinea-Bissau,2017,391.4
Africa,Central African Republic,2017,393.8
Africa,Namibia,2017,396.1
Europe,Albania,2017,39.98
Europe,Iceland,2017,40
Africa,Zimbabwe,2017,406.2
Europe,Malta,2017,41.27
Africa,Eswatini,2017,417.6
Europe,Austria,2017,41.74
Eastern Mediterranean,Somalia,2017,427.7
Europe,Greece,2017,42.91
Western Pacific,Australia,2017,43.52
South-East Asia,Maldives,2017,44.4
Eastern Mediterranean,United Arab Emirates,2017,43.6
Europe,Finland,2017,44.91
Europe,Ireland,2017,45.42
Europe,Portugal,2017,45.41
Europe,Slovenia,2017,45.48
Africa,Zimbabwe,2017,457.6
Africa,Mozambique,2017,464.7
Europe,Denmark,2017,47.02
Europe,Netherlands (Kingdom of the),2017,47.26
Europe,Switzerland,2017,47.36
Africa,Central African Republic,2017,473
Europe,France,2017,47.55
Europe,Germany,2017,48.02
Eastern Mediterranean,Qatar,2017,47.57
Eastern Mediterranean,Syrian Arab Republic,2017,479.8
Europe,Belgium,2017,49.37
Europe,Luxembourg,2017,49.6
Africa,Lesotho,2017,501.5
Africa,Eswatini,2017,508.4
Americas,Canada,2017,50.96
Europe,Czechia,2017,51.45
Western Pacific,Japan,2017,51.17
Europe,Norway,2017,50.68
Western Pacific,Singapore,2017,50.59
Europe,Italy,2017,51.53
Eastern Mediterranean,Lebanon,2017,51.67
Europe,Sweden,2017,51.77
Europe,Cyprus,2017,53.4
Eastern Mediterranean,Jordan,2017,52.59
Western Pacific,New Zealand,2017,53.01
Eastern Mediterranean,United Arab Emirates,2017,52.71
Europe,United Kingdom of Great Britain and Northern Ireland,2017,52.78
Americas,Chile,2017,54.13
Europe,Croatia,2017,53.88
Europe,Israel,2017,54
Europe,Malta,2017,53.56
Europe,Türkiye,2017,54.07
Europe,Iceland,2017,54.6
Africa,Central African Republic,2017,556.4
Eastern Mediterranean,Kuwait,2017,55.84
Europe,Netherlands (Kingdom of the),2017,56.06
Europe,Spain,2017,56.46
Western Pacific,China,2017,56.92
Europe,Estonia,2017,56.68
Western Pacific,Republic of Korea,2017,56.98
Africa,Lesotho,2017,576.9
Europe,Armenia,2017,57.98
Americas,Costa Rica,2017,58.2
Western Pacific,Australia,2017,59.18
Europe,Ireland,2017,58.86
Eastern Mediterranean,Iran (Islamic Republic of),2017,60.14
Europe,Switzerland,2017,60
Africa,Eswatini,2017,599.8
Europe,Austria,2017,60.52
Americas,Colombia,2017,61.49
Eastern Mediterranean,Tunisia,2017,61
Europe,Denmark,2017,61.75
Europe,Luxembourg,2017,62.04
Europe,Norway,2017,61.55
Western Pacific,Singapore,2017,62.5
Europe,Bosnia and Herzegovina,2017,63.34
Europe,Poland,2017,62.81
South-East Asia,Sri Lanka,2017,63.01
Europe,North Macedonia,2017,64.46
Europe,Slovakia,2017,64.27
Europe,Sweden,2017,63.76
Europe,Malta,2017,65.15
Europe,Netherlands (Kingdom of the),2017,64.73
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2017,64.81
Africa,Lesotho,2017,651.9
Europe,Belgium,2017,66.41
Europe,Italy,2017,65.72
Western Pacific,Japan,2017,66.15
Eastern Mediterranean,Jordan,2017,66.37
Europe,Albania,2017,66.99
Americas,Canada,2017,67.79
Europe,Finland,2017,68
Europe,Germany,2017,67.58
Europe,Iceland,2017,68.32
South-East Asia,Maldives,2017,67.62
Europe,Montenegro,2017,67.65
Western Pacific,New Zealand,2017,67.81
Eastern Mediterranean,Oman,2017,68.43
Americas,Panama,2017,67.59
Europe,United Kingdom of Great Britain and Northern Ireland,2017,68.29
Europe,Azerbaijan,2017,69.31
Europe,Greece,2017,68.98
Europe,Slovenia,2017,68.93
Europe,France,2017,70.41
Europe,Israel,2017,70.1
Eastern Mediterranean,Kuwait,2017,70.04
Eastern Mediterranean,Bahrain,2017,70.62
Americas,Cuba,2017,71.44
Europe,Cyprus,2017,70.53
Americas,Peru,2017,71.47
Eastern Mediterranean,Qatar,2017,71.43
Europe,Ireland,2017,72.35
Eastern Mediterranean,Lebanon,2017,73.49
Americas,Puerto Rico,2017,73.43
Africa,Algeria,2017,74.31
Europe,Georgia,2017,73.91
Europe,Portugal,2017,73.86
Eastern Mediterranean,Saudi Arabia,2017,74.05
Western Pacific,Australia,2017,74.91
Europe,Spain,2017,74.51
Western Pacific,Viet Nam,2017,74.81
Europe,Denmark,2017,76.06
Americas,Ecuador,2017,76.11
Eastern Mediterranean,Bahrain,2017,78.23
Eastern Mediterranean,Jordan,2017,78.46
Eastern Mediterranean,Qatar,2017,78.18
Europe,Serbia,2017,78.4
Europe,Austria,2017,78.83
Americas,Chile,2017,78.56
Europe,Lithuania,2017,79.02
Western Pacific,Republic of Korea,2017,79.47
Africa,Cabo Verde,2017,80.3
Americas,Nicaragua,2017,79.65
Europe,Romania,2017,80.45
Americas,Argentina,2017,80.86
Europe,Belarus,2017,80.74
Europe,Czechia,2017,81.05
Europe,Hungary,2017,80.61
Americas,United States of America,2017,80.83
Americas,Uruguay,2017,80.75
Eastern Mediterranean,Bahrain,2017,82.22
Western Pacific,Brunei Darussalam,2017,82.18
South-East Asia,Thailand,2017,82.35
Africa,Algeria,2017,82.78
Europe,Belgium,2017,82.96
Europe,Latvia,2017,83.49
Western Pacific,New Zealand,2017,82.85
Americas,Canada,2017,84.25
Americas,Costa Rica,2017,84.26
South-East Asia,Maldives,2017,84.42
Europe,Türkiye,2017,83.93
Europe,United Kingdom of Great Britain and Northern Ireland,2017,84.13
Americas,Brazil,2017,84.65
Europe,Germany,2017,86.43
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2017,86.06
Europe,Bulgaria,2017,86.64
Europe,Croatia,2017,87.31
Europe,Republic of Moldova,2017,86.86
Eastern Mediterranean,Tunisia,2017,86.52
Americas,Colombia,2017,88.44
Eastern Mediterranean,Iran (Islamic Republic of),2017,88.49
Americas,Paraguay,2017,88
Americas,Peru,2017,87.57
Eastern Mediterranean,Saudi Arabia,2017,88.3
Western Pacific,China,2017,90.02
Europe,Finland,2017,90.06
Europe,North Macedonia,2017,89.76
Americas,Venezuela (Bolivarian Republic of),2017,89.9
Africa,Algeria,2017,90.71
Americas,Antigua and Barbuda,2017,91.27
Americas,Mexico,2017,90.71
Europe,Slovenia,2017,90.92
Europe,Bosnia and Herzegovina,2017,91.6
Europe,Kyrgyzstan,2017,91.73
Americas,Saint Lucia,2017,92.25
Americas,Panama,2017,92.79
Europe,Tajikistan,2017,93.19
Americas,Barbados,2017,93.74
Europe,France,2017,93.59
Europe,Ukraine,2017,94.18
Europe,Albania,2017,95.32
Europe,Greece,2017,96.05
Eastern Mediterranean,Lebanon,2017,95.97
Eastern Mediterranean,Saudi Arabia,2017,96.44
Europe,Kazakhstan,2017,97.5
Americas,Cuba,2017,99.05
Europe,Montenegro,2017,99.07
Europe,Kazakhstan,2016,100.2
Africa,Seychelles,2016,101.1
Americas,El Salvador,2016,102.4
Americas,Puerto Rico,2016,101.5
South-East Asia,Bhutan,2016,102.7
South-East Asia,Sri Lanka,2016,103.2
Americas,Ecuador,2016,104.1
Europe,Portugal,2016,104.2
Europe,Slovakia,2016,104.3
South-East Asia,Bangladesh,2016,104.8
Americas,Chile,2016,105
Europe,Azerbaijan,2016,106.8
Europe,Czechia,2016,109
Eastern Mediterranean,Oman,2016,108.9
Americas,United States of America,2016,109.4
Americas,Dominican Republic,2016,109.6
Americas,Antigua and Barbuda,2016,111.4
Americas,Jamaica,2016,111.5
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2016,110.9
Europe,Serbia,2016,112.2
Eastern Mediterranean,Tunisia,2016,112
Americas,Uruguay,2016,112
Americas,Barbados,2016,113.9
Western Pacific,Brunei Darussalam,2016,113.7
Eastern Mediterranean,Egypt,2016,113.6
Europe,Poland,2016,114
Americas,Argentina,2016,115.1
Americas,Costa Rica,2016,115
Europe,Russian Federation,2016,115
Eastern Mediterranean,Iran (Islamic Republic of),2016,116.1
Americas,Nicaragua,2016,116.3
Europe,Estonia,2016,117.4
Eastern Mediterranean,Morocco,2016,116.8
Americas,Grenada,2016,117.7
Europe,Türkiye,2016,117.5
South-East Asia,Bhutan,2016,118.6
Americas,Colombia,2016,119.2
Europe,Tajikistan,2016,118.9
Europe,Armenia,2016,120.4
Americas,Belize,2016,119.6
South-East Asia,Democratic People's Republic of Korea,2016,120.2
Americas,Panama,2016,119.5
Americas,Trinidad and Tobago,2016,119.8
Europe,Croatia,2016,122
Eastern Mediterranean,Iraq,2016,121.9
Eastern Mediterranean,Morocco,2016,122
South-East Asia,Bangladesh,2016,123.3
Western Pacific,China,2016,123.2
Eastern Mediterranean,Libya,2016,123.2
Americas,Cuba,2016,124.9
Europe,North Macedonia,2016,125.3
Americas,Bolivia (Plurinational State of),2016,126.5
Europe,Bosnia and Herzegovina,2016,125.9
Europe,Hungary,2016,125.8
Eastern Mediterranean,Oman,2016,126.4
Western Pacific,Mongolia,2016,126.6
Eastern Mediterranean,Morocco,2016,126.9
Americas,Paraguay,2016,127.7
Americas,Saint Lucia,2016,128.5
Americas,Suriname,2016,128.8
Americas,Ecuador,2016,129.6
Americas,Guatemala,2016,129.8
Europe,Montenegro,2016,130.5
South-East Asia,Nepal,2016,129.8
Americas,Bahamas,2016,132
South-East Asia,Bhutan,2016,131.8
Western Pacific,Philippines,2016,132.3
Western Pacific,Tonga,2016,132
Europe,Uzbekistan,2016,131.9
Americas,Antigua and Barbuda,2016,134.2
Americas,Mexico,2016,133.6
Western Pacific,Viet Nam,2016,134
Americas,Barbados,2016,135.2
Western Pacific,Indonesia,2016,135.2
Americas,United States of America,2016,136
Americas,Bolivia (Plurinational State of),2016,137.4
Americas,Brazil,2016,137.4
Europe,Bulgaria,2016,138.1
Europe,Romania,2016,137.5
Europe,Turkmenistan,2016,138.2
Western Pacific,Malaysia,2016,140.8
South-East Asia,Myanmar,2016,140.8
Americas,Saint Vincent and the Grenadines,2016,140.8
South-East Asia,Thailand,2016,142.4
Europe,Azerbaijan,2016,143.4
South-East Asia,Bangladesh,2016,142.6
South-East Asia,India,2016,142.8
Americas,Jamaica,2016,143.4
Americas,Puerto Rico,2016,143.3
Europe,Tajikistan,2016,143.4
